dataset,model,seed,mode,method,optimism,n_cert,n_cert_minority,test_per_class,cls,covered,U,delta,nominal
Blobs,LDA,9,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,LDA,9,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,0,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,0,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,0,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,0,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,0,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,0,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,0,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,0,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,1,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,1,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,1,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,1,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,1,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,1,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,1,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,1,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,2,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,2,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,2,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,2,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,2,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,2,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,2,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,2,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,3,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,3,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,3,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,3,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,3,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,3,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,3,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,3,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,4,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,4,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,4,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,4,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,4,split,CP Sum,0.02,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,4,split,CP Minimax,0.02,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,4,split,DKW Sum,0.02,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,4,split,DKW Minimax,0.02,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,5,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,5,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,5,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,5,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,5,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,5,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,5,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,5,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,6,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,6,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,6,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,6,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,6,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,6,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,6,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,6,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,7,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,7,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,7,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,7,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,7,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,7,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,7,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,7,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,8,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,8,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,8,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,8,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,8,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,8,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,8,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,8,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,9,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,9,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,Linear,9,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,9,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,Linear,9,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,9,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,Linear,9,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,Linear,9,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,0,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,0,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,0,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,0,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,0,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,0,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,0,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,0,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,1,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,1,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,1,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,1,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,1,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,1,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,1,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,1,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,2,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,2,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,2,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,2,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,2,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,2,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,2,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,2,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,3,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,3,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,3,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,3,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,3,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,3,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,3,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,3,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,4,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,4,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,4,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,4,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,4,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,4,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,4,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,4,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,5,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,5,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,5,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,5,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,5,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,5,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,5,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,5,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,6,naive,CP Sum,0.01,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,6,naive,CP Minimax,0.01,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,6,naive,DKW Sum,0.01,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,6,naive,DKW Minimax,0.01,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,6,split,CP Sum,0.01,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,6,split,CP Minimax,0.01,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,6,split,DKW Sum,0.01,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,6,split,DKW Minimax,0.01,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,7,naive,CP Sum,-0.0525,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,7,naive,CP Minimax,-0.0525,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,7,naive,DKW Sum,-0.0525,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,7,naive,DKW Minimax,-0.0525,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,7,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,7,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,7,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,7,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,8,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,8,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,8,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,8,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,8,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,8,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,8,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,8,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,9,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,9,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,MLP,9,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,9,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,MLP,9,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,9,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,MLP,9,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,MLP,9,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,0,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,0,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,0,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,0,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,0,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,0,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,0,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,0,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,1,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,1,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,1,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,1,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,1,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,1,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,1,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,1,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,2,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,2,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,2,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,2,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,2,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,2,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,2,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,2,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,3,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,3,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,3,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,3,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,3,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,3,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,3,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,3,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,4,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,4,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,4,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,4,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,4,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,4,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,4,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,4,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,5,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,5,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,5,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,5,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,5,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,5,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,5,split,DKW Sum,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,5,split,DKW Minimax,0.0,21,3,50,0,1.0,0.2755733686527238,0.0649677338669334,0.9350322661330666
Blobs,NearestClassMean,6,naive,CP Sum,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,6,naive,CP Minimax,0.0,58,8,50,0,1.0,0.1456318420292079,0.0194904952476238,0.9805095047523762
Blobs,NearestClassMean,6,naive,DKW Sum,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,6,naive,DKW Minimax,0.0,58,8,50,0,1.0,0.1855400746788836,0.0319842421210605,0.9680157578789395
Blobs,NearestClassMean,6,split,CP Sum,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
Blobs,NearestClassMean,6,split,CP Minimax,0.0,21,3,50,0,1.0,0.2791516402581409,0.0524739869934967,0.9475260130065033
